split,procedure,event_frame,observation_start_frame,observation_end_frame,event_step,event_technique,all_targets,minimum_prior_absence_frames,minimum_confirmation_frames,targets,all_target_count,target_count,multi_instrument
train,train22,18444,18211,18351,Wound Hydratation,,"[""Rycroft Cannula""]",48,4,"[""Rycroft Cannula""]",1,1,False
train,train22,20342,20108,20248,Wound Hydratation,,"[""Rycroft Cannula""]",45,5,"[""Rycroft Cannula""]",1,1,False
train,train23,929,695,835,Incision,,"[""Visc. Cannula""]",159,3,"[""Visc. Cannula""]",1,1,False
train,train23,946,713,853,Incision,,"[""Secondary Knife""]",162,5,"[""Secondary Knife""]",1,1,False
train,train23,1232,999,1139,Incision,,"[""Primary Knife""]",211,5,"[""Primary Knife""]",1,1,False
train,train23,1641,1408,1548,Capsulorhexis,,"[""Cap. Cystotome""]",67,5,"[""Cap. Cystotome""]",1,1,False
train,train23,2458,2225,2365,Hydrodissetion,,"[""Hydro. Cannula""]",242,5,"[""Hydro. Cannula""]",1,1,False
train,train23,7071,6837,6977,Idle,,"[""Visc. Cannula""]",56,3,"[""Visc. Cannula""]",1,1,False
train,train23,8420,8186,8326,Implantation,,"[""Lens Injector""]",1442,3,"[""Lens Injector""]",1,1,False
train,train23,10866,10632,10772,Wound Hydratation,,"[""Rycroft Cannula""]",94,3,"[""Rycroft Cannula""]",1,1,False
train,train24,1512,1279,1419,Incision,,"[""Secondary Knife""]",157,3,"[""Secondary Knife""]",1,1,False
train,train24,1518,1285,1425,Incision,,"[""Bonn Forceps""]",260,3,"[""Bonn Forceps""]",1,1,False
train,train24,3526,3292,3432,Incision,,"[""Primary Knife""]",424,3,"[""Primary Knife""]",1,1,False
train,train24,3532,3298,3438,Incision,,"[""Bonn Forceps""]",312,5,"[""Bonn Forceps""]",1,1,False
train,train24,3800,3567,3707,Viscodilatation,,"[""Visc. Cannula""]",651,5,"[""Visc. Cannula""]",1,1,False
train,train24,4185,3952,4092,Capsulorhexis,,"[""Cap. Cystotome""]",717,4,"[""Cap. Cystotome""]",1,1,False
train,train24,5201,4967,5108,Capsulorhexis,,"[""Hydro. Cannula""]",177,3,"[""Hydro. Cannula""]",1,1,False
train,train24,7016,6783,6923,Nucleus Breaking,Stop and Chop,"[""Hydro. Cannula""]",142,3,"[""Hydro. Cannula""]",1,1,False
train,train24,9853,9619,9759,Irrigation/Aspiration,,"[""Micromanipulator""]",48,5,"[""Micromanipulator""]",1,1,False
train,train24,12281,12047,12187,Preparing Implant,,"[""Lens Injector""]",2104,3,"[""Lens Injector""]",1,1,False
train,train24,12397,12164,12304,Preparing Implant,,"[""Rycroft Cannula""]",175,4,"[""Rycroft Cannula""]",1,1,False
train,train24,12438,12205,12345,Preparing Implant,,"[""Bonn Forceps""]",177,3,"[""Bonn Forceps""]",1,1,False
train,train24,12537,12304,12444,Preparing Implant,,"[""Primary Knife""]",1516,4,"[""Primary Knife""]",1,1,False
train,train24,13390,13156,13296,Implantation,,"[""Lens Injector""]",50,5,"[""Lens Injector""]",1,1,False
train,train24,13448,13215,13355,Implantation,,"[""Micromanipulator""]",61,3,"[""Micromanipulator""]",1,1,False
train,train24,14370,14137,14277,OVD Aspiration,,"[""I/A Handpiece""]",109,5,"[""I/A Handpiece""]",1,1,False
train,train24,17026,16792,16932,Wound Hydratation,,"[""Rycroft Cannula""]",109,5,"[""Rycroft Cannula""]",1,1,False
train,train24,17534,17300,17440,Wound Hydratation,,"[""Rycroft Cannula""]",44,5,"[""Rycroft Cannula""]",1,1,False
train,train24,18193,17960,18100,Wound Hydratation,,"[""Rycroft Cannula""]",44,5,"[""Rycroft Cannula""]",1,1,False
train,train25,771,538,678,Incision,,"[""Bonn Forceps"", ""Secondary Knife""]",132,4,"[""Bonn Forceps"", ""Secondary Knife""]",2,2,True
train,train25,1770,1536,1676,Idle,,"[""Rycroft Cannula""]",40,3,"[""Rycroft Cannula""]",1,1,False
train,train25,2494,2260,2400,Capsulorhexis,,"[""Cap. Cystotome""]",55,5,"[""Cap. Cystotome""]",1,1,False
train,train25,4893,4660,4800,Nucleus Breaking,Stop and Chop,"[""Hydro. Cannula""]",43,3,"[""Hydro. Cannula""]",1,1,False
train,train25,7328,7094,7234,Phacoemulsification,,"[""I/A Handpiece""]",72,5,"[""I/A Handpiece""]",1,1,False
train,train25,8671,8437,8577,Viscodilatation,,"[""Visc. Cannula""]",302,5,"[""Visc. Cannula""]",1,1,False
train,train25,11158,10924,11064,OVD Aspiration,,"[""Ph. Handpiece""]",630,3,"[""Ph. Handpiece""]",1,1,False
train,train25,12489,12255,12396,Viscodilatation,,"[""Visc. Cannula""]",100,5,"[""Visc. Cannula""]",1,1,False
train,train25,12793,12559,12699,Positioning,,"[""Micromanipulator""]",274,4,"[""Micromanipulator""]",1,1,False
train,train25,13698,13464,13604,Positioning,,"[""Visc. Cannula""]",59,3,"[""Visc. Cannula""]",1,1,False
train,train25,13954,13721,13861,Positioning,,"[""Cap. Forceps""]",182,5,"[""Cap. Forceps""]",1,1,False
train,train25,19986,19752,19892,Positioning,,"[""Rycroft Cannula""]",398,5,"[""Rycroft Cannula""]",1,1,False
train,train25,20412,20178,20318,Positioning,,"[""Visc. Cannula""]",204,3,"[""Visc. Cannula""]",1,1,False
train,train25,22957,22724,22864,Positioning,,"[""Rycroft Cannula""]",87,5,"[""Rycroft Cannula""]",1,1,False
train,train25,23477,23243,23384,Sealing Control,,"[""Bonn Forceps""]",214,3,"[""Bonn Forceps""]",1,1,False
train,train25,24324,24090,24230,Sealing Control,,"[""Bonn Forceps""]",116,3,"[""Bonn Forceps""]",1,1,False
train,train25,25036,24802,24942,Positioning,,"[""Hydro. Cannula""]",411,3,"[""Hydro. Cannula""]",1,1,False
train,train25,25053,24820,24960,Positioning,,"[""Micromanipulator""]",80,5,"[""Micromanipulator""]",1,1,False
train,train25,26233,25999,26139,Sealing Control,,"[""Bonn Forceps""]",284,5,"[""Bonn Forceps""]",1,1,False
train,train25,26770,26536,26676,Sealing Control,,"[""Bonn Forceps""]",60,3,"[""Bonn Forceps""]",1,1,False
train,train25,27792,27558,27698,Positioning,,"[""Rycroft Cannula""]",83,5,"[""Rycroft Cannula""]",1,1,False
train,train25,29094,28860,29000,Sealing Control,,"[""Bonn Forceps""]",303,5,"[""Bonn Forceps""]",1,1,False
train,train25,30185,29952,30092,Positioning,,"[""Rycroft Cannula""]",148,3,"[""Rycroft Cannula""]",1,1,False
train,train25,30904,30670,30810,Positioning,,"[""Micromanipulator""]",469,4,"[""Micromanipulator""]",1,1,False
train,train25,31096,30863,31003,Positioning,,"[""Rycroft Cannula""]",56,4,"[""Rycroft Cannula""]",1,1,False
train,train25,31417,31184,31324,Positioning,,"[""Rycroft Cannula""]",48,5,"[""Rycroft Cannula""]",1,1,False
train,train25,32521,32287,32427,Sealing Control,,"[""Bonn Forceps""]",544,3,"[""Bonn Forceps""]",1,1,False
train,train25,32976,32743,32883,Sealing Control,,"[""Bonn Forceps"", ""Needle Holder""]",49,3,"[""Bonn Forceps""]",2,1,True
train,train25,34004,33770,33910,Positioning,,"[""Rycroft Cannula""]",162,4,"[""Rycroft Cannula""]",1,1,False
train,train25,37594,37361,37501,Suturing,,"[""Suture Needle""]",1453,4,"[""Suture Needle""]",1,1,False
train,train25,37606,37373,37513,Suturing,,"[""Bonn Forceps""]",787,5,"[""Bonn Forceps""]",1,1,False
train,train25,38021,37787,37927,Suturing,,"[""Secondary Knife""]",5849,3,"[""Secondary Knife""]",1,1,False
train,train25,38441,38207,38348,Suturing,,"[""Bonn Forceps""]",49,3,"[""Bonn Forceps""]",1,1,False
train,train25,39112,38879,39019,Suturing,,"[""I/A Handpiece""]",2113,3,"[""I/A Handpiece""]",1,1,False
train,train25,39842,39609,39749,Wound Hydratation,,"[""Rycroft Cannula""]",116,5,"[""Rycroft Cannula""]",1,1,False
train,train25,40765,40531,40671,Idle,,"[""I/A Handpiece""]",272,3,"[""I/A Handpiece""]",1,1,False
val,test01,847,613,753,Incision,,"[""Bonn Forceps""]",145,5,"[""Bonn Forceps""]",1,1,False
val,test01,1272,1039,1179,Incision,,"[""Bonn Forceps"", ""Primary Knife""]",46,5,"[""Bonn Forceps"", ""Primary Knife""]",2,2,True
val,test01,1477,1243,1383,Viscodilatation,,"[""Visc. Cannula""]",105,4,"[""Visc. Cannula""]",1,1,False
val,test01,2889,2655,2795,Capsulorhexis,,"[""Hydro. Cannula""]",351,3,"[""Hydro. Cannula""]",1,1,False
val,test01,2906,2673,2813,Capsulorhexis,,"[""Cap. Forceps""]",498,5,"[""Cap. Forceps""]",1,1,False
val,test01,2930,2696,2836,Capsulorhexis,,"[""Micromanipulator""]",233,3,"[""Micromanipulator""]",1,1,False
val,test01,3641,3408,3548,Nucleus Breaking,Stop and Chop,"[""Ph. Handpiece""]",146,5,"[""Ph. Handpiece""]",1,1,False
val,test01,3863,3630,3770,Nucleus Breaking,Stop and Chop,"[""Hydro. Cannula""]",58,3,"[""Hydro. Cannula""]",1,1,False
val,test01,6162,5929,6069,Phacoemulsification,,"[""Rycroft Cannula""]",77,4,"[""Rycroft Cannula""]",1,1,False
val,test01,6570,6337,6477,Idle,,"[""Rycroft Cannula""]",59,5,"[""Rycroft Cannula""]",1,1,False
val,test01,7323,7090,7230,Idle,,"[""Micromanipulator""]",128,3,"[""Micromanipulator""]",1,1,False
val,test01,7720,7486,7626,Irrigation/Aspiration,,"[""Ph. Handpiece""]",65,4,"[""Ph. Handpiece""]",1,1,False
val,test01,9173,8939,9079,Irrigation/Aspiration,,"[""Visc. Cannula""]",1074,3,"[""Visc. Cannula""]",1,1,False
val,test01,11617,11384,11524,Viscodilatation,,"[""Visc. Cannula""]",147,3,"[""Visc. Cannula""]",1,1,False
val,test01,13648,13414,13554,Preparing Implant,,"[""Primary Knife""]",119,4,"[""Primary Knife""]",1,1,False
val,test01,13659,13426,13566,Preparing Implant,,"[""Lens Injector""]",1691,4,"[""Lens Injector""]",1,1,False
val,test01,14062,13829,13969,Preparing Implant,,"[""Suture Needle""]",196,3,"[""Suture Needle""]",1,1,False
val,test01,14996,14762,14902,Idle,,"[""I/A Handpiece""]",42,3,"[""I/A Handpiece""]",1,1,False
val,test01,15223,14990,15130,Viscodilatation,,"[""Visc. Cannula""]",269,5,"[""Visc. Cannula""]",1,1,False
val,test01,15328,15095,15235,Implantation,,"[""Lens Injector"", ""Primary Knife""]",99,3,"[""Lens Injector"", ""Primary Knife""]",2,2,True
val,test01,16285,16052,16192,OVD Aspiration,,"[""Cap. Forceps""]",78,3,"[""Cap. Forceps""]",1,1,False
val,test01,16303,16069,16209,OVD Aspiration,,"[""Ph. Handpiece""]",106,3,"[""Ph. Handpiece""]",1,1,False
val,test01,22470,22236,22377,Idle,,"[""Bonn Forceps""]",470,3,"[""Bonn Forceps""]",1,1,False
val,test07,549,316,456,Incision,,"[""Bonn Forceps"", ""Primary Knife""]",42,4,"[""Bonn Forceps"", ""Primary Knife""]",2,2,True
val,test07,567,333,473,Incision,,"[""Suture Needle""]",97,3,"[""Suture Needle""]",1,1,False
val,test07,882,649,789,Viscodilatation,,"[""Visc. Cannula""]",96,5,"[""Visc. Cannula""]",1,1,False
val,test07,981,748,888,Idle,,"[""Hydro. Cannula""]",75,3,"[""Hydro. Cannula""]",1,1,False
val,test07,1127,894,1034,Capsulorhexis,,"[""Cap. Cystotome""]",94,5,"[""Cap. Cystotome""]",1,1,False
val,test07,2295,2061,2202,Capsulorhexis,,"[""Cap. Forceps""]",393,5,"[""Cap. Forceps""]",1,1,False
val,test07,2581,2348,2488,Capsulorhexis,,"[""Ph. Handpiece""]",167,3,"[""Ph. Handpiece""]",1,1,False
val,test07,3334,3101,3241,Nucleus Breaking,Stop and Chop,"[""Ph. Handpiece""]",118,5,"[""Ph. Handpiece""]",1,1,False
val,test07,3632,3398,3539,Nucleus Breaking,Stop and Chop,"[""Micromanipulator""]",181,5,"[""Micromanipulator""]",1,1,False
val,test07,5319,5086,5226,Idle,,"[""I/A Handpiece""]",394,3,"[""I/A Handpiece""]",1,1,False
val,test07,9225,8992,9132,Manual Aspiration,,"[""Rycroft Cannula""]",1099,3,"[""Rycroft Cannula""]",1,1,False
val,test07,12145,11911,12051,Irrigation/Aspiration,,"[""I/A Handpiece""]",147,5,"[""I/A Handpiece""]",1,1,False
val,test07,14223,13989,14130,Incision,,"[""Primary Knife""]",143,4,"[""Primary Knife""]",1,1,False
val,test07,14252,14019,14159,Incision,,"[""Micromanipulator""]",90,3,"[""Micromanipulator""]",1,1,False
val,test07,14854,14620,14760,Preparing Implant,,"[""Lens Injector""]",931,4,"[""Lens Injector""]",1,1,False
val,test07,14859,14626,14766,Preparing Implant,,"[""Micromanipulator""]",100,3,"[""Micromanipulator""]",1,1,False
val,test07,14894,14661,14801,Preparing Implant,,"[""Primary Knife""]",87,4,"[""Primary Knife""]",1,1,False
val,test07,16021,15788,15928,Implantation,,"[""Suture Needle""]",131,3,"[""Suture Needle""]",1,1,False
val,test07,16085,15852,15992,Implantation,,"[""Secondary Knife""]",1172,3,"[""Secondary Knife""]",1,1,False
val,test07,16617,16383,16523,Implantation,,"[""Suture Needle""]",89,3,"[""Suture Needle""]",1,1,False
val,test07,17206,16973,17113,Idle,,"[""Ph. Handpiece""]",1145,5,"[""Ph. Handpiece""]",1,1,False
val,test07,17236,17002,17142,Idle,,"[""I/A Handpiece""]",100,3,"[""I/A Handpiece""]",1,1,False
val,test07,17563,17329,17469,Positioning,,"[""I/A Handpiece""]",44,4,"[""I/A Handpiece""]",1,1,False
val,test07,17855,17621,17761,Positioning,,"[""Micromanipulator""]",40,5,"[""Micromanipulator""]",1,1,False
val,test07,21153,20920,21060,Vitrectomy,,"[""I/A Handpiece""]",122,3,"[""I/A Handpiece""]",1,1,False
val,test07,22228,21994,22134,Idle,,"[""I/A Handpiece""]",90,3,"[""I/A Handpiece""]",1,1,False
val,test07,24849,24615,24756,Suturing,,"[""Suture Needle"", ""Troutman Forceps""]",276,5,"[""Suture Needle""]",2,1,True
val,test07,24867,24633,24773,Suturing,,"[""Bonn Forceps""]",255,3,"[""Bonn Forceps""]",1,1,False
val,test07,24872,24639,24779,Suturing,,"[""Micromanipulator""]",157,3,"[""Micromanipulator""]",1,1,False
val,test07,25842,25608,25748,Suturing,,"[""Visc. Cannula""]",48,3,"[""Visc. Cannula""]",1,1,False
val,test07,26764,26531,26671,Suturing,,"[""Bonn Forceps""]",189,5,"[""Bonn Forceps""]",1,1,False
val,test07,26817,26583,26723,Suturing,,"[""Cap. Forceps""]",66,3,"[""Cap. Forceps""]",1,1,False
val,test07,28878,28644,28784,Suturing,,"[""Cap. Forceps""]",45,3,"[""Cap. Forceps""]",1,1,False
val,test07,30255,30022,30162,Wound Hydratation,,"[""Visc. Cannula""]",77,3,"[""Visc. Cannula""]",1,1,False
val,test14,234,1,141,Incision,,"[""Primary Knife""]",40,5,"[""Primary Knife""]",1,1,False
val,test14,368,135,275,Incision,,"[""Bonn Forceps""]",63,5,"[""Bonn Forceps""]",1,1,False
val,test14,578,345,485,Viscodilatation,,"[""Visc. Cannula""]",99,5,"[""Visc. Cannula""]",1,1,False
val,test14,1553,1320,1460,Capsulorhexis,,"[""Bonn Forceps""]",76,3,"[""Bonn Forceps""]",1,1,False
val,test14,2125,1892,2032,Capsulorhexis,,"[""Cap. Forceps""]",364,5,"[""Cap. Forceps""]",1,1,False
val,test14,2983,2750,2890,Idle,,"[""Ph. Handpiece""]",182,5,"[""Ph. Handpiece""]",1,1,False
val,test14,7460,7226,7366,Idle,,"[""Lens Injector""]",1278,4,"[""Lens Injector""]",1,1,False
val,test14,8691,8458,8598,Implantation,,"[""Bonn Forceps""]",216,3,"[""Bonn Forceps""]",1,1,False
val,test14,9298,9065,9205,OVD Aspiration,,"[""I/A Handpiece""]",68,5,"[""I/A Handpiece""]",1,1,False
val,test14,10325,10092,10232,Idle,,"[""Micromanipulator""]",51,4,"[""Micromanipulator""]",1,1,False
val,test14,11574,11341,11481,Sealing Control,,"[""Mendez Ring"", ""Secondary Knife""]",1834,4,"[""Secondary Knife""]",2,1,True
val,test16,392,158,298,Incision,,"[""Secondary Knife""]",67,5,"[""Secondary Knife""]",1,1,False
val,test16,742,508,649,Incision,,"[""Primary Knife""]",127,4,"[""Primary Knife""]",1,1,False
val,test16,754,520,660,Incision,,"[""Bonn Forceps""]",45,5,"[""Bonn Forceps""]",1,1,False
val,test16,1110,876,1016,Viscodilatation,,"[""Visc. Cannula""]",190,5,"[""Visc. Cannula""]",1,1,False
val,test16,1232,999,1139,Idle,,"[""Rycroft Cannula""]",126,3,"[""Rycroft Cannula""]",1,1,False
val,test16,1454,1221,1361,Capsulorhexis,,"[""Cap. Cystotome""]",249,5,"[""Cap. Cystotome""]",1,1,False
val,test16,2383,2149,2289,Idle,,"[""Hydro. Cannula""]",343,3,"[""Hydro. Cannula""]",1,1,False
val,test16,3077,2844,2984,Nucleus Breaking,Divide and Conquer,"[""Ph. Handpiece""]",55,5,"[""Ph. Handpiece""]",1,1,False
val,test16,5074,4841,4981,Phacoemulsification,,"[""Rycroft Cannula""]",233,5,"[""Rycroft Cannula""]",1,1,False
val,test16,6446,6213,6353,Irrigation/Aspiration,,"[""I/A Handpiece""]",974,3,"[""I/A Handpiece""]",1,1,False
val,test16,7515,7281,7421,Irrigation/Aspiration,,"[""Micromanipulator""]",86,3,"[""Micromanipulator""]",1,1,False
val,test16,9809,9576,9716,Viscodilatation,,"[""Visc. Cannula""]",42,4,"[""Visc. Cannula""]",1,1,False
val,test16,10463,10229,10370,Preparing Implant,,"[""Lens Injector""]",155,5,"[""Lens Injector""]",1,1,False
val,test16,10469,10235,10375,Preparing Implant,,"[""Suture Needle""]",1793,3,"[""Suture Needle""]",1,1,False
val,test16,10475,10241,10381,Preparing Implant,,"[""Primary Knife""]",153,3,"[""Primary Knife""]",1,1,False
val,test16,11181,10948,11088,Incision,,"[""Primary Knife""]",73,5,"[""Primary Knife""]",1,1,False
val,test16,11228,10994,11134,Incision,,"[""Suture Needle""]",81,3,"[""Suture Needle""]",1,1,False
val,test16,12285,12051,12191,Preparing Implant,,"[""Lens Injector""]",73,3,"[""Lens Injector""]",1,1,False
val,test16,12290,12057,12197,Preparing Implant,,"[""Bonn Forceps""]",266,3,"[""Bonn Forceps""]",1,1,False
val,test16,12933,12699,12839,Viscodilatation,,"[""Visc. Cannula""]",135,5,"[""Visc. Cannula""]",1,1,False
val,test16,13248,13014,13155,Preparing Implant,,"[""Lens Injector""]",131,5,"[""Lens Injector""]",1,1,False
val,test16,13260,13026,13166,Preparing Implant,,"[""Cap. Forceps"", ""Iris Hooks""]",45,4,"[""Cap. Forceps""]",2,1,True
val,test16,14229,13995,14135,Preparing Implant,,"[""Primary Knife""]",90,3,"[""Primary Knife""]",1,1,False
val,test16,14573,14340,14480,Implantation,,"[""Micromanipulator""]",217,4,"[""Micromanipulator""]",1,1,False
val,test16,14894,14661,14801,Implantation,,"[""Suture Needle""]",104,3,"[""Suture Needle""]",1,1,False
val,test16,14935,14702,14842,Idle,,"[""Primary Knife""]",63,3,"[""Primary Knife""]",1,1,False
val,test16,14988,14754,14894,Idle,,"[""Visc. Cannula""]",88,3,"[""Visc. Cannula""]",1,1,False
val,test16,15519,15286,15426,Positioning,,"[""Rycroft Cannula""]",67,3,"[""Rycroft Cannula""]",1,1,False
val,test16,15823,15589,15729,OVD Aspiration,,"[""I/A Handpiece""]",176,5,"[""I/A Handpiece""]",1,1,False
val,test16,16897,16663,16804,Suturing,,"[""Suture Needle""]",290,5,"[""Suture Needle""]",1,1,False
val,test16,16909,16675,16815,Suturing,,"[""Bonn Forceps""]",401,5,"[""Bonn Forceps""]",1,1,False
val,test16,17732,17498,17639,Suturing,,"[""Secondary Knife""]",50,5,"[""Secondary Knife""]",1,1,False
val,test16,18001,17767,17907,Wound Hydratation,,"[""Rycroft Cannula""]",53,5,"[""Rycroft Cannula""]",1,1,False
val,test16,18368,18135,18275,OVD Aspiration,,"[""I/A Handpiece""]",102,5,"[""I/A Handpiece""]",1,1,False
val,test16,18543,18310,18450,OVD Aspiration,,"[""Micromanipulator""]",54,3,"[""Micromanipulator""]",1,1,False
val,test19,526,293,433,Idle,,"[""Bonn Forceps""]",90,5,"[""Bonn Forceps""]",1,1,False
val,test19,532,298,439,Idle,,"[""Secondary Knife""]",91,3,"[""Secondary Knife""]",1,1,False
val,test19,748,514,655,Incision,,"[""I/A Handpiece""]",42,4,"[""I/A Handpiece""]",1,1,False
val,test19,1163,929,1069,Incision,,"[""Primary Knife""]",199,4,"[""Primary Knife""]",1,1,False
val,test19,1537,1303,1443,Viscodilatation,,"[""Visc. Cannula""]",263,5,"[""Visc. Cannula""]",1,1,False
val,test19,2354,2121,2261,Implant Ejection,,"[""Cap. Forceps""]",309,5,"[""Cap. Forceps""]",1,1,False
val,test19,2880,2646,2786,Viscodilatation,,"[""Visc. Cannula""]",69,4,"[""Visc. Cannula""]",1,1,False
val,test19,3067,2833,2973,Implant Ejection,,"[""Cap. Forceps""]",54,4,"[""Cap. Forceps""]",1,1,False
val,test19,3078,2845,2985,Implant Ejection,,"[""Secondary Knife""]",57,4,"[""Secondary Knife""]",1,1,False
val,test19,3516,3283,3423,Implant Ejection,,"[""Ph. Handpiece""]",46,3,"[""Ph. Handpiece""]",1,1,False
val,test19,3697,3464,3604,Viscodilatation,,"[""Visc. Cannula""]",101,5,"[""Visc. Cannula""]",1,1,False
val,test19,3896,3662,3803,Implant Ejection,,"[""Cap. Forceps""]",51,4,"[""Cap. Forceps""]",1,1,False
val,test19,4200,3966,4106,Implant Ejection,,"[""Primary Knife""]",47,3,"[""Primary Knife""]",1,1,False
val,test19,5047,4813,4953,Implant Ejection,,"[""Secondary Knife""]",49,3,"[""Secondary Knife""]",1,1,False
val,test19,5356,5122,5263,Implant Ejection,,"[""Bonn Forceps""]",244,5,"[""Bonn Forceps""]",1,1,False
val,test19,6197,5964,6104,Idle,,"[""Hydro. Cannula""]",114,4,"[""Hydro. Cannula""]",1,1,False
val,test19,6396,6162,6302,Capsulorhexis,,"[""Cap. Cystotome""]",44,5,"[""Cap. Cystotome""]",1,1,False
val,test19,7126,6892,7032,Capsulorhexis,,"[""Hydro. Cannula""]",125,4,"[""Hydro. Cannula""]",1,1,False
val,test19,7914,7681,7821,Nucleus Breaking,Divide and Conquer,"[""Ph. Handpiece""]",53,5,"[""Ph. Handpiece""]",1,1,False
val,test19,8358,8124,8265,Nucleus Breaking,Divide and Conquer,"[""Rycroft Cannula""]",59,3,"[""Rycroft Cannula""]",1,1,False
val,test19,9211,8977,9117,Phacoemulsification,,"[""Rycroft Cannula""]",83,3,"[""Rycroft Cannula""]",1,1,False
val,test19,9935,9701,9842,Phacoemulsification,,"[""Rycroft Cannula""]",107,4,"[""Rycroft Cannula""]",1,1,False
val,test19,11313,11080,11220,Idle,,"[""Rycroft Cannula""]",72,3,"[""Rycroft Cannula""]",1,1,False
val,test19,12598,12365,12505,Irrigation/Aspiration,,"[""Micromanipulator""]",58,3,"[""Micromanipulator""]",1,1,False
val,test19,14426,14193,14333,Viscodilatation,,"[""Visc. Cannula""]",77,5,"[""Visc. Cannula""]",1,1,False
val,test19,15729,15495,15635,Preparing Implant,,"[""Lens Injector""]",256,3,"[""Lens Injector""]",1,1,False
val,test19,17148,16914,17054,OVD Aspiration,,"[""I/A Handpiece""]",151,5,"[""I/A Handpiece""]",1,1,False
val,test19,19215,18982,19122,Suturing,,"[""Suture Needle""]",531,4,"[""Suture Needle""]",1,1,False
val,test19,19227,18993,19134,Suturing,,"[""Bonn Forceps""]",237,5,"[""Bonn Forceps""]",1,1,False
val,test19,20272,20039,20179,Suturing,,"[""Primary Knife""]",634,3,"[""Primary Knife""]",1,1,False
val,test19,20389,20156,20296,Suturing,,"[""Visc. Cannula""]",61,3,"[""Visc. Cannula""]",1,1,False
val,test19,20816,20582,20722,Suturing,,"[""Lens Injector""]",41,4,"[""Lens Injector""]",1,1,False
test,test02,841,608,748,Incision,,"[""I/A Handpiece""]",57,3,"[""I/A Handpiece""]",1,1,False
test,test02,1139,905,1046,Incision,,"[""Rycroft Cannula""]",104,3,"[""Rycroft Cannula""]",1,1,False
test,test02,1145,911,1051,Incision,,"[""Bonn Forceps""]",163,5,"[""Bonn Forceps""]",1,1,False
test,test02,1647,1413,1554,Incision,,"[""Bonn Forceps"", ""Primary Knife""]",68,5,"[""Bonn Forceps"", ""Primary Knife""]",2,2,True
test,test02,2009,1775,1916,Viscodilatation,,"[""Visc. Cannula""]",344,5,"[""Visc. Cannula""]",1,1,False
test,test02,2365,2132,2272,Idle,,"[""Bonn Forceps""]",101,3,"[""Bonn Forceps""]",1,1,False
test,test02,2400,2167,2307,Capsulorhexis,,"[""Secondary Knife""]",180,4,"[""Secondary Knife""]",1,1,False
test,test02,3860,3626,3766,Capsulorhexis,,"[""Rycroft Cannula""]",248,3,"[""Rycroft Cannula""]",1,1,False
test,test02,4017,3784,3924,Capsulorhexis,,"[""Ph. Handpiece""]",41,3,"[""Ph. Handpiece""]",1,1,False
test,test02,4041,3807,3947,Capsulorhexis,,"[""Cap. Forceps""]",63,5,"[""Cap. Forceps""]",1,1,False
test,test02,4852,4619,4759,Hydrodissetion,,"[""Hydro. Cannula""]",139,5,"[""Hydro. Cannula""]",1,1,False
test,test02,6008,5775,5915,Hydrodissetion,,"[""Hydro. Cannula""]",161,5,"[""Hydro. Cannula""]",1,1,False
test,test02,6084,5851,5991,Hydrodissetion,,"[""Cap. Forceps""]",129,3,"[""Cap. Forceps""]",1,1,False
test,test02,7550,7316,7456,Nucleus Breaking,Divide and Conquer,"[""Micromanipulator""]",46,5,"[""Micromanipulator""]",1,1,False
test,test02,9961,9727,9868,Nucleus Breaking,Divide and Conquer,"[""Micromanipulator""]",44,4,"[""Micromanipulator""]",1,1,False
test,test02,13032,12798,12939,Nucleus Breaking,Divide and Conquer,"[""Visc. Cannula""]",1412,5,"[""Visc. Cannula""]",1,1,False
test,test02,14124,13890,14030,Nucleus Breaking,Divide and Conquer,"[""Ph. Handpiece""]",51,5,"[""Ph. Handpiece""]",1,1,False
test,test02,18292,18059,18199,Phacoemulsification,,"[""Visc. Cannula""]",735,5,"[""Visc. Cannula""]",1,1,False
test,test02,18748,18514,18654,Phacoemulsification,,"[""Micromanipulator""]",150,3,"[""Micromanipulator""]",1,1,False
test,test02,18976,18742,18882,Phacoemulsification,,"[""Ph. Handpiece""]",68,3,"[""Ph. Handpiece""]",1,1,False
test,test02,20318,20085,20225,Phacoemulsification,,"[""Visc. Cannula""]",278,5,"[""Visc. Cannula""]",1,1,False
test,test02,21358,21124,21264,Phacoemulsification,,"[""Visc. Cannula""]",103,5,"[""Visc. Cannula""]",1,1,False
test,test02,22356,22122,22263,Idle,,"[""I/A Handpiece""]",83,3,"[""I/A Handpiece""]",1,1,False
test,test02,23687,23454,23594,Idle,,"[""I/A Handpiece""]",224,3,"[""I/A Handpiece""]",1,1,False
test,test02,23938,23705,23845,Vitrectomy,,"[""Micromanipulator""]",354,5,"[""Micromanipulator""]",1,1,False
test,test02,27015,26782,26922,Phacoemulsification,,"[""Ph. Handpiece""]",160,4,"[""Ph. Handpiece""]",1,1,False
test,test02,27599,27365,27506,Phacoemulsification,,"[""Micromanipulator""]",94,4,"[""Micromanipulator""]",1,1,False
test,test02,30612,30378,30518,Viscodilatation,,"[""Visc. Cannula""]",1099,5,"[""Visc. Cannula""]",1,1,False
test,test02,31026,30793,30933,Viscodilatation,,"[""I/A Handpiece""]",41,3,"[""I/A Handpiece""]",1,1,False
test,test02,32170,31937,32077,Irrigation/Aspiration,,"[""Micromanipulator""]",56,3,"[""Micromanipulator""]",1,1,False
